Gene name,chromosome,tss_loc,gene_symbol,gene_ensembl_id
TFCP2,12,51173135,TFCP2,ENSG00000135457
TFCP2L1,2,121285202,TFCP2L1,ENSG00000115112
TFDP1,13,113584721,TFDP1,ENSG00000198176
TFDP1P1,1,209232196,TFDP1P1,ENSG00000224540
TFDP1P2,X,36963425,TFDP1P2,ENSG00000223723
TFDP1P3,15,79560304,TFDP1P3,ENSG00000259493
TFDP2,3,142149544,TFDP2,ENSG00000114126
TFDP3,X,133218354,TFDP3,ENSG00000183434
TFE3,X,49043410,TFE3,ENSG00000068323
TFEB,6,41736259,TFEB,ENSG00000112561
TFEC,7,116159896,TFEC,ENSG00000105967
TFF1,21,42366535,TFF1,ENSG00000160182
TFF2,21,42350997,TFF2,ENSG00000160181
TFF3,21,42315409,TFF3,ENSG00000160180
TFG,3,100709295,TFG,ENSG00000114354
TFGP1,6,38587323,TFGP1,ENSG00000217227
TFIP11,22,26512505,TFIP11,ENSG00000100109
TFIP11-DT,22,26512503,TFIP11-DT,ENSG00000261188
TFPI,2,187565760,TFPI,ENSG00000003436
TFPI2,7,93890753,TFPI2,ENSG00000105825
TFPI2-DT,7,93890824,TFPI2-DT,ENSG00000234695
TFPT,HSCHR19_4_CTG3_1,54115657,TFPT,ENSG00000276504
TFR2,7,100642779,TFR2,ENSG00000106327
TFRC,3,196082153,TFRC,ENSG00000072274
TG,8,132866958,TG,ENSG00000042832
TGDS,13,94596242,TGDS,ENSG00000088451
TGFA,2,70554193,TGFA,ENSG00000163235
TGFA-IT1,2,70468495,TGFA-IT1,ENSG00000224606
TGFB1,19,41353922,TGFB1,ENSG00000105329
TGFB1I1,16,31471585,TGFB1I1,ENSG00000140682
TGFB2,1,218345336,TGFB2,ENSG00000092969
TGFB2-AS1,1,218347866,TGFB2-AS1,ENSG00000232480
TGFB2-OT1,1,218442626,TGFB2-OT1,ENSG00000281453
TGFB3,14,75983011,TGFB3,ENSG00000119699
TGFB3-AS1,14,75970924,TGFB3-AS1,ENSG00000258876
TGFBI,5,136028988,TGFBI,ENSG00000120708
TGFBR1,9,99104038,TGFBR1,ENSG00000106799
TGFBR1P1,19,6554494,TGFBR1P1,ENSG00000268742
TGFBR2,3,30606478,TGFBR2,ENSG00000163513
TGFBR3,1,91906335,TGFBR3,ENSG00000069702
TGFBR3L,19,7914830,TGFBR3L,ENSG00000260001
TGFBRAP1,2,105329735,TGFBRAP1,ENSG00000135966
TGFBRAP1-AS1,2,105324210,TGFBRAP1-AS1,ENSG00000235319
TGIF1,18,3411608,TGIF1,ENSG00000177426
TGIF1P1,19,46137547,TGIF1P1,ENSG00000259339
TGIF2,20,36573488,TGIF2,ENSG00000118707
TGIF2-RAB5IF,20,36574553,TGIF2-RAB5IF,ENSG00000259399
TGIF2LX,X,89921908,TGIF2LX,ENSG00000153779
TGIF2LY,Y,3579067,TGIF2LY,ENSG00000176679
TGIF2P1,1,244395660,TGIF2P1,ENSG00000225401
TGM1,HG1_PATCH,24264432,TGM1,ENSG00000285348
TGM2,20,38166578,TGM2,ENSG00000198959
TGM3,20,2296001,TGM3,ENSG00000125780
TGM4,HG2066_PATCH,399958,TGM4,ENSG00000281886
TGM5,15,43266928,TGM5,ENSG00000104055
TGM6,20,2380901,TGM6,ENSG00000166948
TGM7,15,43302255,TGM7,ENSG00000159495
TGOLN2,HSCHR2_6_CTG1,85328251,TGOLN2,ENSG00000292253
TGS1,8,55773446,TGS1,ENSG00000137574
TH,11,2171815,TH,ENSG00000180176
TH2LCRR,5,132664272,TH2LCRR,ENSG00000223442
THA1P,17,78254416,THA1P,ENSG00000267676
THADA,2,43596038,THADA,ENSG00000115970
THAP1,8,42843325,THAP1,ENSG00000131931
THAP10,15,70892433,THAP10,ENSG00000129028
THAP11,16,67842320,THAP11,ENSG00000168286
THAP12,11,76381132,THAP12,ENSG00000137492
THAP12P1,X,74399550,THAP12P1,ENSG00000230665
THAP12P2,3,86012561,THAP12P2,ENSG00000243915
THAP12P3,10,52411135,THAP12P3,ENSG00000227972
THAP12P4,11,23478068,THAP12P4,ENSG00000254465
THAP12P5,6,11514192,THAP12P5,ENSG00000218020
THAP12P6,13,26234213,THAP12P6,ENSG00000227882
THAP12P7,8,78762431,THAP12P7,ENSG00000253919
THAP12P8,1,240771534,THAP12P8,ENSG00000223963
THAP12P9,4,45326028,THAP12P9,ENSG00000248320
THAP2,12,71664301,THAP2,ENSG00000173451
THAP3,1,6624868,THAP3,ENSG00000041988
THAP3P1,1,104056761,THAP3P1,ENSG00000293061
THAP4,2,241637158,THAP4,ENSG00000176946
THAP5,7,108569750,THAP5,ENSG00000177683
THAP5P1,7,158623449,THAP5P1,ENSG00000224324
THAP5P2,3,16276632,THAP5P2,ENSG00000270739
THAP6,4,75513946,THAP6,ENSG00000174796
THAP7,22,21002196,THAP7,ENSG00000184436
THAP7-AS1,22,21001536,THAP7-AS1,ENSG00000230513
THAP8,19,36054739,THAP8,ENSG00000161277
THAP9,4,82900684,THAP9,ENSG00000168152
THAP9-AS1,4,82900960,THAP9-AS1,ENSG00000251022
THBD,20,23049672,THBD,ENSG00000178726
THBS1,15,39581079,THBS1,ENSG00000137801
THBS1-AS1,15,39588882,THBS1-AS1,ENSG00000278621
THBS1-IT1,15,39586561,THBS1-IT1,ENSG00000276107
THBS2,6,169254050,THBS2,ENSG00000186340
THBS2-AS1,6,169213118,THBS2-AS1,ENSG00000226445
THBS3,1,155209051,THBS3,ENSG00000169231
THBS3-AS1,1,155194806,THBS3-AS1,ENSG00000231064
THBS4,5,79991311,THBS4,ENSG00000113296
THBS4-AS1,5,80083665,THBS4-AS1,ENSG00000249825
THCAT155,12,3492819,THCAT155,ENSG00000287243
THEM4,1,151909637,THEM4,ENSG00000159445
THEM5,1,151853712,THEM5,ENSG00000196407
THEM6,8,142727223,THEM6,ENSG00000130193
THEM7P,11,32254395,THEM7P,ENSG00000227160
THEMIS,6,127918631,THEMIS,ENSG00000172673
THEMIS2,1,27872543,THEMIS2,ENSG00000130775
THEMIS3P,18,8486997,THEMIS3P,ENSG00000229442
THG1L,5,157731420,THG1L,ENSG00000113272
THNSL1,10,25016612,THNSL1,ENSG00000185875
THNSL2,2,88170295,THNSL2,ENSG00000144115
THOC1,18,268050,THOC1,ENSG00000079134
THOC1-DT,18,267616,THOC1-DT,ENSG00000263884
THOC2,X,123733056,THOC2,ENSG00000125676
THOC3,5,176034680,THOC3,ENSG00000051596
THOC3-AS1,5,175972123,THOC3-AS1,ENSG00000250801
THOC5,22,29555216,THOC5,ENSG00000100296
THOC6,16,3024027,THOC6,ENSG00000131652
THOC7,3,63863868,THOC7,ENSG00000163634
THOC7-AS1,3,63860645,THOC7-AS1,ENSG00000240549
THOP1,19,2785503,THOP1,ENSG00000172009
THORLNC,2,118224018,THORLNC,ENSG00000226856
THPO,3,184381968,THPO,ENSG00000090534
THRA,17,40058290,THRA,ENSG00000126351
THRAP3,1,36224432,THRAP3,ENSG00000054118
THRAP3P1,3,31452832,THRAP3P1,ENSG00000227339
THRAP3P2,15,91743955,THRAP3P2,ENSG00000259057
THRAP3P3,7,11821294,THRAP3P3,ENSG00000235920
THRB,3,24495756,THRB,ENSG00000151090
THRB-AS1,3,24493985,THRB-AS1,ENSG00000228791
THRB-AS2,3,24137810,THRB-AS2,ENSG00000289130
THRB-IT1,3,24459434,THRB-IT1,ENSG00000224822
THRIL,12,125027410,THRIL,ENSG00000280634
THRSP,11,78063861,THRSP,ENSG00000151365
THSD1,13,52416373,THSD1,ENSG00000136114
THSD1P1,13,52168321,THSD1P1,ENSG00000285160
THSD4,15,71096952,THSD4,ENSG00000187720
THSD4-AS1,15,71189114,THSD4-AS1,ENSG00000259964
THSD7A,7,11832198,THSD7A,ENSG00000005108
THSD7B,2,136765545,THSD7B,ENSG00000144229
THSD8,19,12802031,THSD8,ENSG00000284491
THTPA,14,23555988,THTPA,ENSG00000259431
THUMPD1,16,20742084,THUMPD1,ENSG00000066654
THUMPD1P1,21,28903697,THUMPD1P1,ENSG00000215317
THUMPD2,2,39779267,THUMPD2,ENSG00000138050
THUMPD3,3,9362971,THUMPD3,ENSG00000134077
THUMPD3-AS1,3,9398625,THUMPD3-AS1,ENSG00000206573
THUMPD3P1,7,40151613,THUMPD3P1,ENSG00000248711
THY1,11,119424985,THY1,ENSG00000154096
THY1-AS1,11,119417951,THY1-AS1,ENSG00000263873
THYN1,11,134253370,THYN1,ENSG00000151500
TIA1,2,70248660,TIA1,ENSG00000116001
TIAL1,10,119597029,TIAL1,ENSG00000151923
TIAL1P1,6,51385849,TIAL1P1,ENSG00000270306
TIALD,12,121856253,TIALD,ENSG00000256811
TIAM1,21,31559977,TIAM1,ENSG00000156299
TIAM1-AS1,21,31559245,TIAM1-AS1,ENSG00000237594
TIAM2,6,154832697,TIAM2,ENSG00000146426
TICAM1,19,4831712,TICAM1,ENSG00000127666
TICAM2,5,115602479,TICAM2,ENSG00000243414
TICAM2-AS1,5,115602057,TICAM2-AS1,ENSG00000249249
TICRR,15,89575469,TICRR,ENSG00000140534
TIE1,1,43300982,TIE1,ENSG00000066056
TIFA,4,112285955,TIFA,ENSG00000145365
TIFAB,5,135452351,TIFAB,ENSG00000255833
TIGAR,12,4307763,TIGAR,ENSG00000078237
TIGD1,2,232550557,TIGD1,ENSG00000221944
TIGD2,4,89111533,TIGD2,ENSG00000180346
TIGD3,11,65354751,TIGD3,ENSG00000173825
TIGD4,4,152779730,TIGD4,ENSG00000169989
TIGD5,8,87875,TIGD5,ENSG00000179886
TIGD6,5,150000654,TIGD6,ENSG00000164296
TIGD7,16,3305729,TIGD7,ENSG00000140993
TIGIT,3,114276913,TIGIT,ENSG00000181847
TILAM,17,50199876,TILAM,ENSG00000249406
TILRLS,5,67268022,TILRLS,ENSG00000251206
TIMD4,5,156963226,TIMD4,ENSG00000145850
TIMELESS,12,56449426,TIMELESS,ENSG00000111602
TIMM10,11,57530803,TIMM10,ENSG00000134809
TIMM10B,11,6481501,TIMM10B,ENSG00000132286
TIMM13,19,2427586,TIMM13,ENSG00000099800
TIMM17A,1,201955503,TIMM17A,ENSG00000134375
TIMM17B,X,48898143,TIMM17B,ENSG00000126768
TIMM17BP1,12,17400399,TIMM17BP1,ENSG00000256756
TIMM21,18,74148523,TIMM21,ENSG00000075336
TIMM22,HSCHR17_3_CTG2,36364,TIMM22,ENSG00000278501
TIMM23,10,45972489,TIMM23,ENSG00000265354
TIMM23B,10,49942049,TIMM23B,ENSG00000204152
TIMM23B-AGAP6,10,49942056,TIMM23B-AGAP6,ENSG00000178440
TIMM29,19,10928811,TIMM29,ENSG00000142444
TIMM44,19,7943667,TIMM44,ENSG00000104980
TIMM50,19,39480412,TIMM50,ENSG00000105197
TIMM8A,X,101348742,TIMM8A,ENSG00000126953
TIMM8AP1,2,162077651,TIMM8AP1,ENSG00000231445
TIMM8B,11,112086798,TIMM8B,ENSG00000150779
TIMM8BP1,13,29866169,TIMM8BP1,ENSG00000236258
TIMM8BP2,X,134166682,TIMM8BP2,ENSG00000224908
TIMM9,14,58427531,TIMM9,ENSG00000100575
TIMM9P1,10,74344805,TIMM9P1,ENSG00000236900
TIMM9P2,21,39216624,TIMM9P2,ENSG00000232608
TIMM9P3,13,45553136,TIMM9P3,ENSG00000232786
TIMMDC1,3,119498547,TIMMDC1,ENSG00000113845
TIMMDC1-DT,3,119498181,TIMMDC1-DT,ENSG00000272662
TIMP1,X,47582408,TIMP1,ENSG00000102265
TIMP2,17,78925387,TIMP2,ENSG00000035862
TIMP3,22,32801705,TIMP3,ENSG00000100234
TIMP4,3,12158912,TIMP4,ENSG00000157150
TINAG,6,54307859,TINAG,ENSG00000137251
TINAG-AS1,6,54369971,TINAG-AS1,ENSG00000228231
TINAGL1,1,31576485,TINAGL1,ENSG00000142910
TINCR,19,5578349,TINCR,ENSG00000223573
TINF2,14,24242663,TINF2,ENSG00000092330
TIPARP,3,156673235,TIPARP,ENSG00000163659
TIPARP-AS1,3,156817062,TIPARP-AS1,ENSG00000243926
TIPIN,15,66386746,TIPIN,ENSG00000075131
TIPINP1,X,53457029,TIPINP1,ENSG00000235416
TIPINP2,16,58092947,TIPINP2,ENSG00000261151
TIPRL,1,168178962,TIPRL,ENSG00000143155
TIRAP,11,126282497,TIRAP,ENSG00000150455
TIRAP-AS1,11,126304336,TIRAP-AS1,ENSG00000255062
TJAP1,6,43477523,TJAP1,ENSG00000137221
TJAP1P1,X,129043183,TJAP1P1,ENSG00000234592
TJP1,15,29968915,TJP1,ENSG00000104067
TJP2,9,69121264,TJP2,ENSG00000119139
TJP3,19,3708362,TJP3,ENSG00000105289
TK1,17,78187233,TK1,ENSG00000167900
TK2,16,66552544,TK2,ENSG00000166548
TKFC,11,61333220,TKFC,ENSG00000149476
TKT,3,53256052,TKT,ENSG00000163931
TKTL1,X,154295795,TKTL1,ENSG00000007350
TKTL2,4,163473754,TKTL2,ENSG00000151005
TLCD1,17,28727935,TLCD1,ENSG00000160606
TLCD2,17,1710377,TLCD2,ENSG00000185561
TLCD3A,17,732412,TLCD3A,ENSG00000167695
TLCD3B,16,30052978,TLCD3B,ENSG00000149926
TLCD4,1,95117355,TLCD4,ENSG00000152078
TLCD4-RWDD3,1,95117923,TLCD4-RWDD3,ENSG00000271092
TLCD5,11,120325296,TLCD5,ENSG00000181264
TLDC2,20,36876121,TLDC2,ENSG00000101342
TLE1,9,81689547,TLE1,ENSG00000196781
TLE1-DT,9,81689713,TLE1-DT,ENSG00000233926
TLE1P1,X,65408084,TLE1P1,ENSG00000228158
TLE2,19,3047635,TLE2,ENSG00000065717
TLE3,15,70098176,TLE3,ENSG00000140332
TLE4,9,79571773,TLE4,ENSG00000106829
TLE5,19,3063107,TLE5,ENSG00000104964
TLE6,19,2977538,TLE6,ENSG00000104953
TLE7,16,71442054,TLE7,ENSG00000260734
TLK1,2,171231314,TLK1,ENSG00000198586
TLK1P1,9,122685933,TLK1P1,ENSG00000226783
TLK2,17,62458658,TLK2,ENSG00000146872
TLK2P1,17,34039872,TLK2P1,ENSG00000226049
TLK2P2,10,37820982,TLK2P2,ENSG00000228828
TLL1,4,165873237,TLL1,ENSG00000038295
TLL2,10,96513926,TLL2,ENSG00000095587
TLN1,9,35732195,TLN1,ENSG00000137076
TLN2,15,62390526,TLN2,ENSG00000171914
TLNRD1,15,81000923,TLNRD1,ENSG00000140406
TLR1,4,38856817,TLR1,ENSG00000174125
TLR10,4,38782990,TLR10,ENSG00000174123
TLR12P,1,33466249,TLR12P,ENSG00000234512
TLR2,4,153684050,TLR2,ENSG00000137462
TLR3,4,186068911,TLR3,ENSG00000164342
TLR4,9,117704175,TLR4,ENSG00000136869
TLR5,1,223143292,TLR5,ENSG00000187554
TLR6,4,38856817,TLR6,ENSG00000174130
TLR7,X,12867072,TLR7,ENSG00000196664
TLR8,X,12906620,TLR8,ENSG00000101916
TLR8-AS1,X,12908333,TLR8-AS1,ENSG00000233338
TLR9,3,52225645,TLR9,ENSG00000239732
TLX1,10,101131300,TLX1,ENSG00000107807
TLX1NB,10,101141438,TLX1NB,ENSG00000236311
TLX2,2,74513463,TLX2,ENSG00000115297
TLX3,5,171309248,TLX3,ENSG00000164438
TM2D1,1,61725423,TM2D1,ENSG00000162604
TM2D2,8,38996824,TM2D2,ENSG00000169490
TM2D3,15,101652391,TM2D3,ENSG00000184277
TM4SF1,3,149377692,TM4SF1,ENSG00000169908
TM4SF1-AS1,3,149354658,TM4SF1-AS1,ENSG00000240541
TM4SF18,3,149334414,TM4SF18,ENSG00000163762
TM4SF18-AS1,3,149284779,TM4SF18-AS1,ENSG00000244468
TM4SF19,3,196338503,TM4SF19,ENSG00000145107
TM4SF19-AS1,3,196318288,TM4SF19-AS1,ENSG00000235897
TM4SF19-DYNLT2B,3,196338373,TM4SF19-DYNLT2B,ENSG00000273331
TM4SF20,2,227381995,TM4SF20,ENSG00000168955
TM4SF4,3,149474697,TM4SF4,ENSG00000169903
TM4SF5,17,4771884,TM4SF5,ENSG00000142484
TM6SF1,15,83107572,TM6SF1,ENSG00000136404
TM6SF2,19,19273391,TM6SF2,ENSG00000213996
TM7SF2,11,65111845,TM7SF2,ENSG00000149809
TM7SF3,12,27014434,TM7SF3,ENSG00000064115
TM7SF3-AS1,12,26971586,TM7SF3-AS1,ENSG00000247903
TM9SF1,HG1_PATCH,24195687,TM9SF1,ENSG00000285465
TM9SF2,13,99446311,TM9SF2,ENSG00000125304
TM9SF3,10,96587452,TM9SF3,ENSG00000077147
TM9SF4,20,32109714,TM9SF4,ENSG00000101337
TM9SF5P,X,136958883,TM9SF5P,ENSG00000234062
TMA16,4,163494442,TMA16,ENSG00000198498
TMA16P1,11,58796854,TMA16P1,ENSG00000255265
TMA16P2,1,45847594,TMA16P2,ENSG00000232467
TMA7,3,48440257,TMA7,ENSG00000232112
TMA7B,22,39960397,TMA7B,ENSG00000225528
TMBIM1,2,218292586,TMBIM1,ENSG00000135926
TMBIM4,12,66170027,TMBIM4,ENSG00000155957
TMBIM6,12,49707725,TMBIM6,ENSG00000139644
TMBIM7P,7,92447813,TMBIM7P,ENSG00000293397
TMC1,9,72521608,TMC1,ENSG00000165091
TMC2,20,2536573,TMC2,ENSG00000149488
TMC3,15,81374213,TMC3,ENSG00000188869
TMC3-AS1,15,81324301,TMC3-AS1,ENSG00000259343
TMC4,HSCHR19_4_CTG3_1,54173250,TMC4,ENSG00000273722
TMC5,16,19410496,TMC5,ENSG00000103534
TMC6,17,78132407,TMC6,ENSG00000141524
TMC7,16,18983934,TMC7,ENSG00000170537
TMC8,17,78130770,TMC8,ENSG00000167895
TMCC1,3,129893711,TMCC1,ENSG00000172765
TMCC1-DT,3,129893788,TMCC1-DT,ENSG00000271270
TMCC1P1,8,105196969,TMCC1P1,ENSG00000253318
TMCC2,1,205227946,TMCC2,ENSG00000133069
TMCC2-AS1,1,205236867,TMCC2-AS1,ENSG00000225063
TMCC3,12,94650557,TMCC3,ENSG00000057704
TMCO1,1,165827755,TMCO1,ENSG00000143183
TMCO1-AS1,1,165768929,TMCO1-AS1,ENSG00000224358
TMCO2,1,40245947,TMCO2,ENSG00000188800
TMCO3,13,113491021,TMCO3,ENSG00000150403
TMCO4,1,19799945,TMCO4,ENSG00000162542
TMCO5A,15,37921939,TMCO5A,ENSG00000166069
TMCO5B,15,33246603,TMCO5B,ENSG00000215296
TMCO6,5,140639435,TMCO6,ENSG00000113119
TMDD1,12,51814925,TMDD1,ENSG00000284730
TMED1,19,10836318,TMED1,ENSG00000099203
TMED10,14,75176612,TMED10,ENSG00000170348
TMED10P1,8,144994886,TMED10P1,ENSG00000254618
TMED10P2,3,128538020,TMED10P2,ENSG00000239405
TMED11P,4,1153726,TMED11P,ENSG00000215367
TMED2,12,123584533,TMED2,ENSG00000086598
TMED2-DT,12,123602035,TMED2-DT,ENSG00000247373
TMED2P1,3,60730644,TMED2P1,ENSG00000225673
TMED3,15,79311112,TMED3,ENSG00000166557
TMED4,7,44582287,TMED4,ENSG00000158604
TMED5,1,93180516,TMED5,ENSG00000117500
TMED6,16,69351786,TMED6,ENSG00000157315
TMED7,5,115632992,TMED7,ENSG00000134970
TMED7-TICAM2,5,115626161,TMED7-TICAM2,ENSG00000251201
TMED8,14,77377094,TMED8,ENSG00000100580
TMED9,5,177592203,TMED9,ENSG00000184840
TMEFF1,9,100473149,TMEFF1,ENSG00000241697
TMEFF2,2,192194933,TMEFF2,ENSG00000144339
TMEM100,17,55732121,TMEM100,ENSG00000166292
TMEM101,17,44023946,TMEM101,ENSG00000091947
TMEM102,HG2046_PATCH,55892,TMEM102,ENSG00000284228
TMEM104,17,74776499,TMEM104,ENSG00000109066
TMEM105,17,81330674,TMEM105,ENSG00000185332
TMEM106A,17,43211835,TMEM106A,ENSG00000184988
TMEM106B,7,12211270,TMEM106B,ENSG00000106460
TMEM106C,12,47963569,TMEM106C,ENSG00000134291
TMEM107,17,8176399,TMEM107,ENSG00000179029
TMEM108,3,133038391,TMEM108,ENSG00000144868
TMEM108-AS1,3,133257207,TMEM108-AS1,ENSG00000251011
TMEM109,11,60913907,TMEM109,ENSG00000110108
TMEM109-DT,11,60914095,TMEM109-DT,ENSG00000256944
TMEM11,17,21214176,TMEM11,ENSG00000178307
TMEM11-DT,17,21214322,TMEM11-DT,ENSG00000235530
TMEM114,16,8590511,TMEM114,ENSG00000232258
TMEM115,3,50359521,TMEM115,ENSG00000126062
TMEM116,12,112013866,TMEM116,ENSG00000198270
TMEM117,12,43835967,TMEM117,ENSG00000139173
TMEM119,12,108598320,TMEM119,ENSG00000183160
TMEM120A,7,75994656,TMEM120A,ENSG00000189077
TMEM120B,12,121712752,TMEM120B,ENSG00000188735
TMEM121,14,105526583,TMEM121,ENSG00000184986
TMEM121B,22,17121367,TMEM121B,ENSG00000183307
TMEM123,11,102470384,TMEM123,ENSG00000152558
TMEM123-DT,11,102451790,TMEM123-DT,ENSG00000255337
TMEM125,1,43269983,TMEM125,ENSG00000179178
TMEM126A,11,85647967,TMEM126A,ENSG00000171202
TMEM126B,11,85628573,TMEM126B,ENSG00000171204
TMEM127,2,96266047,TMEM127,ENSG00000135956
TMEM128,4,4248223,TMEM128,ENSG00000132406
TMEM129,4,1721358,TMEM129,ENSG00000168936
TMEM130,7,98870771,TMEM130,ENSG00000166448
TMEM131,2,97995948,TMEM131,ENSG00000075568
TMEM131L,4,153466346,TMEM131L,ENSG00000121210
TMEM132A,11,60924460,TMEM132A,ENSG00000006118
TMEM132B,12,125186386,TMEM132B,ENSG00000139364
TMEM132C,12,128267170,TMEM132C,ENSG00000181234
TMEM132D,12,129904025,TMEM132D,ENSG00000151952
TMEM132D-AS1,12,129109618,TMEM132D-AS1,ENSG00000249196
TMEM132D-AS2,12,129208601,TMEM132D-AS2,ENSG00000256699
TMEM132E,17,34579487,TMEM132E,ENSG00000181291
TMEM132E-DT,17,34579403,TMEM132E-DT,ENSG00000197322
TMEM134,11,67469272,TMEM134,ENSG00000172663
TMEM135,11,87037844,TMEM135,ENSG00000166575
TMEM138,11,61361964,TMEM138,ENSG00000149483
TMEM139,7,143279957,TMEM139,ENSG00000178826
TMEM139-AS1,7,143287997,TMEM139-AS1,ENSG00000231840
TMEM140,7,135148072,TMEM140,ENSG00000146859
TMEM141,9,136791344,TMEM141,ENSG00000244187
TMEM143,19,48364059,TMEM143,ENSG00000161558
TMEM144,4,158201604,TMEM144,ENSG00000164124
TMEM145,19,42313309,TMEM145,ENSG00000167619
TMEM147,19,35545600,TMEM147,ENSG00000105677
TMEM147-AS1,19,35546029,TMEM147-AS1,ENSG00000236144
TMEM14A,6,52671113,TMEM14A,ENSG00000096092
TMEM14B,6,10747759,TMEM14B,ENSG00000137210
TMEM14B-DT,6,10747768,TMEM14B-DT,ENSG00000272097
TMEM14C,HG2057_PATCH,233799,TMEM14C,ENSG00000284936
TMEM14DP,10,68544833,TMEM14DP,ENSG00000214881
TMEM14EP,3,152340990,TMEM14EP,ENSG00000293032
TMEM150A,2,85603196,TMEM150A,ENSG00000168890
TMEM150B,19,55334048,TMEM150B,ENSG00000180061
TMEM150C,4,82562357,TMEM150C,ENSG00000249242
TMEM151A,11,66291894,TMEM151A,ENSG00000179292
TMEM151B,6,44270450,TMEM151B,ENSG00000178233
TMEM154,4,152680012,TMEM154,ENSG00000170006
TMEM156,4,39032922,TMEM156,ENSG00000121895
TMEM158,3,45226287,TMEM158,ENSG00000249992
TMEM160,19,47048624,TMEM160,ENSG00000130748
TMEM161A,19,19138513,TMEM161A,ENSG00000064545
TMEM161B,5,88269476,TMEM161B,ENSG00000164180
TMEM161B-DT,5,88268843,TMEM161B-DT,ENSG00000247828
TMEM161BP1,10,37337415,TMEM161BP1,ENSG00000237970
TMEM163,2,134719000,TMEM163,ENSG00000152128
TMEM164,X,110002631,TMEM164,ENSG00000157600
TMEM165,4,55395957,TMEM165,ENSG00000134851
TMEM167A,5,83077863,TMEM167A,ENSG00000174695
TMEM167AP1,Y,20907562,TMEM167AP1,ENSG00000226504
TMEM167AP2,19,14792318,TMEM167AP2,ENSG00000256210
TMEM167B,1,109090764,TMEM167B,ENSG00000215717
TMEM167B-DT,1,109090858,TMEM167B-DT,ENSG00000273382
TMEM168,7,112790423,TMEM168,ENSG00000146802
TMEM169,2,216081866,TMEM169,ENSG00000163449
TMEM17,2,62511894,TMEM17,ENSG00000186889
TMEM170A,16,75465497,TMEM170A,ENSG00000166822
TMEM170B,6,11537749,TMEM170B,ENSG00000205269
TMEM171,5,73120569,TMEM171,ENSG00000157111
TMEM174,5,73173193,TMEM174,ENSG00000164325
TMEM175,4,932387,TMEM175,ENSG00000127419
TMEM176A,7,150800403,TMEM176A,ENSG00000002933
TMEM176B,7,150801360,TMEM176B,ENSG00000106565
TMEM177,2,119679167,TMEM177,ENSG00000144120
TMEM178A,2,39664982,TMEM178A,ENSG00000152154
TMEM178B,7,141074064,TMEM178B,ENSG00000261115
TMEM179,14,104605647,TMEM179,ENSG00000258986
TMEM179B,11,62787402,TMEM179B,ENSG00000185475
TMEM18,2,677406,TMEM18,ENSG00000151353
TMEM18-DT,2,677119,TMEM18-DT,ENSG00000233296
TMEM181,6,158536436,TMEM181,ENSG00000146433
TMEM182,2,102736905,TMEM182,ENSG00000170417
TMEM183A,1,203007374,TMEM183A,ENSG00000163444
TMEM183AP1,6,842643,TMEM183AP1,ENSG00000227609
TMEM183AP2,5,32522758,TMEM183AP2,ENSG00000249142
TMEM183AP3,15,30883231,TMEM183AP3,ENSG00000260382
TMEM183AP4,14,70859429,TMEM183AP4,ENSG00000258431
TMEM183AP5,3,84692591,TMEM183AP5,ENSG00000241776
TMEM183AP6,5,112546973,TMEM183AP6,ENSG00000251014
TMEM183BP,3,149983308,TMEM183BP,ENSG00000224831
TMEM184A,7,1560821,TMEM184A,ENSG00000164855
TMEM184B,22,38273010,TMEM184B,ENSG00000198792
TMEM184B-AS1,22,38231320,TMEM184B-AS1,ENSG00000235246
TMEM184C,4,147617386,TMEM184C,ENSG00000164168
TMEM184C-DT,4,147617264,TMEM184C-DT,ENSG00000251298
TMEM184CP1,X,88062844,TMEM184CP1,ENSG00000230706
TMEM185A,X,149631912,TMEM185A,ENSG00000269556
TMEM185AP1,X,149768897,TMEM185AP1,ENSG00000235254
TMEM185B,2,120223400,TMEM185B,ENSG00000226479
TMEM186,16,8797642,TMEM186,ENSG00000184857
TMEM187,X,153972754,TMEM187,ENSG00000177854
TMEM19,12,71686082,TMEM19,ENSG00000139291
TMEM190,19,55376826,TMEM190,ENSG00000160472
TMEM191A,22,20701114,TMEM191A,ENSG00000291085
TMEM191B,22,18527802,TMEM191B,ENSG00000278558
TMEM191C,22,21466423,TMEM191C,ENSG00000206140
TMEM192,4,165208549,TMEM192,ENSG00000170088
TMEM196,7,19773617,TMEM196,ENSG00000173452
TMEM198,2,219543663,TMEM198,ENSG00000188760
TMEM198B,12,55829608,TMEM198B,ENSG00000293491
TMEM199,17,28357642,TMEM199,ENSG00000244045
TMEM200A,6,130366017,TMEM200A,ENSG00000164484
TMEM200B,1,29123903,TMEM200B,ENSG00000253304
TMEM200C,18,5895955,TMEM200C,ENSG00000206432
TMEM201,1,9588911,TMEM201,ENSG00000188807
TMEM202,15,72398302,TMEM202,ENSG00000187806
TMEM202-AS1,15,72475168,TMEM202-AS1,ENSG00000261423
TMEM203,9,137205648,TMEM203,ENSG00000187713
TMEM204,16,1528688,TMEM204,ENSG00000131634
TMEM205,19,11346518,TMEM205,ENSG00000105518
TMEM207,3,190449901,TMEM207,ENSG00000198398
TMEM208,16,67227103,TMEM208,ENSG00000168701
TMEM209,7,130207770,TMEM209,ENSG00000146842
TMEM210,9,137172056,TMEM210,ENSG00000185863
